textID,text,selected_text,sentiment
9389b2e59d," LOL. dood, i love you and miss you.",i love you and miss you.,0
3e08ed0b7b,"I can`t have any pets in the appartment I really want, so no rat yet.",I can`t have any pets in the appartment I,-1
a30612b7f6,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,UNSALVAGEABLE,-1
c380578d03, very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,very relaxing,1
c1261792f8,Ideas gallore!!  Rock Opera FTW!!!! Yes tweets Kayleigh and I are writing a rock opera.  For more info email us: CoatAndKay.com,Ideas gallore!!  Rock Opera FTW!!!! Yes tweets Kayleigh and I are writing a rock opera.  For more info email us: CoatAndKay.com,0
4b6532df96,in about 30 minutes Happy Mothers Day to alll the amazing moms out there!!!  going to bed!!,Happy,1
f09816a243, nope... it is telling you that you want cameo creams,nope... it is telling you that you want cameo creams,0
d16961f875,_Rose *hugs* thanks. I don`t know how I`m going to fix this if I`m ever going to get my account back.,thanks.,1
d3f853939f," Yeah, I`m getting ready to go get pizza. Then nothing to do  Maybe _2gnt will want to play Xbox.","Yeah, I`m getting ready to go get pizza. Then nothing to do  Maybe _2gnt will want to play Xbox.",0
5d56612b5e,is incredibly worried about Stanley...,is incredibly worried about Stanley...,-1
080a1eb52d,i think taylor laughtner and selena gomez are the cutest couple! i love them both! just read it on M! my fave mag,cutest,1
70762d960b,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it,is sad,-1
744f6aba10,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing","I felt HORRIBLE, poor thing",-1
2385a6b7ea,missing Tim!,missing Tim!,-1
6176e2488c, dinner appointment tonight,dinner appointment tonight,0
ac67eedb18, that`s because of all the stuff that was stolen while you were gone...,that`s because of all the stuff that was stolen while you were gone...,0
16de5eb45f, thanks.. that was quick..,thanks.,1
36e6c80b35,My legs are killing me now.  but i know it`s a good pain all in all.,My legs are killing me now.  but i know it`s a good pain all in all.,0
a05e5f3116,just got back from donating blood,just got back from donating blood,0
d405cff69d, Loved those books   Did you read The Host?  Amazing storyteller.,Loved,1
1407d73622, i do show some discretion occasionally,e discretion,-1
535cf4afd1,ughhh have a tummy ache,ache,-1
d91fdc4af9,"Finishing this giraffe, then getting some sleep. Super excited about tomorrow!",excited,1
40af425098,how sad. last entrance 2cal academy of science was at 4pm. and it was zipcode free day too.,free da,1
acfad4374f," what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",completely dumb,-1
1adc7e3a2c,that was a fun bacontaco night,fun,1
034f2e2104,i am living in ignorance  :@,i am living in ignorance,-1
05ed6c49d8, sorry to hear about your dog,sorry,-1
5882e7f828, Nite. Now I`m up n bored as opposed to almost sleep frm b 4,bored,-1
c988aca31e, its so sad how dead it is.,dead,-1
6499546bea,Wishing all the mommies a happy mother`s day,happy,1
89f781d273,Prank calls,Prank calls,0
f60cc80060,i`m gonna miss eddy if we`re half the country apart,i`m gonna miss eddy,-1
3f66c05cd2,woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,Love,1
dd5c0c0dac,Long to-do list. Little desire to do it all.,Little desire to do it all.,-1
8cab18917e,"I don`t dig emo **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u",like,1
a2f6fb8beb,Having really bad sorehead,Having really bad sorehead,0
56f4858e28,I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done.,I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done.,0
cfeb6d29cc, ~ Sorry the response to my assistant job has already been filled. Please check back soon.  I`m sure she will not last long.,e she will not last long,-1
c805018327, yup-unfortunately  Took today off work and just slept all day.,-unfortunately,-1
9dc15a8e95, No surprise there. They probably don`t know themselves where it is,No surprise there. They probably don`t know themselves where it is,0
32008edd6a,I want to go see Up,I want to go see Up,0
bcf6c5338f, ima goodgirl I`m not down with takin advantage,goodgirl,1
2d742c03a7, Sounds good to me! No more cleaning cynics orders. Haha. Good night. Talk tomorrow.,Good,1
4956387b43,Good morning in Twitterville. Off to work I go...Chat @ all of u later,Good morning,1
453d3f1909, you`re in harlem? where? im so jealous right now! i miss living in nyc!,o jealous,-1
4ada6dda00,"Working from home today, my back is killing me  Doctor and then physio after later today.",killing me,-1
d775b40b61, thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool,thats the crazy part,-1
eb0d9764bf,"aww, You Are The Sunshine Of My Life from Bob and Larry Sing the 70s.  makes me think of  <3",makes me think of  <3,1
adebad3529,  hope your day gets better soon!!,hope your day gets better soon!!,1
a71a8b1d77,watching chicago.  honeyyyy im with you I miss me some hey arnold! and wild thornberrys,miss,-1
52ab3b6cc1,"  yeah I saw, looks like hard work, But I would know  whats upp handsome","yeah I saw, looks like hard work, But I would know  whats upp handsom",0
83f3b8d9c9,Oh good. I get to be the gooseberry all night now that katy isn`t coming,Oh good.,1
382c9f3b3e,"Oh and thank alllll of you who put me in ur Follow Friday!!  to all of my new followers I usually do it, but today...I`m just too tired!",tired!,-1
a80e2385d7," Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)",sux.,-1
197aa929a2,misses driving already,misses driving already,-1
8304982d5d,Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,not much fun,-1
3d13b826a7,"http://twitpic.com/4iw0x      Thx all - it`s a 3k capacity, bought second hand","Thx all - it`s a 3k capacity, bought second",0
aeebeda0dd, twist cld u follow me  ill love u forever,l love,1
8db2c0be30,Getting ready to launch the podcast of chapter 1 of 'Turning Left at Albuquerque' this morning. I know you`re excited - so am I!,I know you`re excited -,1
ae9dd31756, haha it will be interesting haha,interesting,1
47b747a1d7,I`m gettin ready for my trip back to MA...  I don`t wanna leave!,I`m gettin ready for my trip back to MA...  I don`t wanna leave!,-1
62b1a2f174,"Now that I think about it, when I get to the States they`ll probably still be touring so they won`t be at home  Dammit!",Dammit!,-1
2d41f45aca,"has got my xbox back  , i have a really sore knee cant walk",", i have a really sore knee cant walk",-1
eb866c6bd9,On runway 2 hours,On runway 2 hours,0
128c1c3504,I wanna longboard but it`s raining ughhhhhh,ughhhhhh,-1
2c221c7be6,"It`s official, I`m finally getting grey hairs at 36  #fb","It`s official, I`m finally getting grey hairs at 36",0
1919928f7c," for the most part, not enough space on one drive to properly defrag, nowhere else to put stuff, but yeah, reassembled","for the most part, not enough space on one drive to properly defrag, nowhere else to put stuff, but yeah, reassembled",0
32fa66c2aa, that`s a lot of mangoes.. haha  baka naglilihi ka ahh?? haha  joke lang carmen,that`s a lot of mangoes.. haha  baka naglilihi ka ahh?? haha  joke lang carmen,0
cd66187d0a,Hate this song  ? http://blip.fm/~5jg6f,Hate this song  ? http://blip.fm/~5jg6f,0
30af21bd9a, i hope such moments inspire you on your political journey back home. all the best,all the best,1
93cf15dcf1, they can`t be in their carriers anymore?,they can`t be in their carriers anymore?,0
24d4fa8e2b,I wanna roc wit`chu . Imy buu,wanna roc wit`chu,1
72e243a2ee,STOOOOPIT! STOOOPIT GIRL!  That used to be my bro`s rendition of 'Stop It girl'.    ,STOOOOPIT! STOOOPIT GIRL!  That used to be my bro`s rendition of 'Stop It girl'.,0
bec5569381," lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I`ll ttyl girl","lol I hear you, I think I watched about 2 - 3 different movies, when I should have been getting work done.  I`ll ttyl girl",0
cacb9abafb, Hope you`ll be able to join us for future editions,Hope you`ll be able to join us for future editions,1
04846de92d," Yessum.  We`ll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday","Yessum.  We`ll see how this year goes... maybe I can head back in Oct, when the rates go down. I wanted to go for my bday",0
1722cd3459,  I`m SO jealous! I don`t know when I`ll be able to see Conan.,I`m SO jealous,-1
60be4b6875,actually loves nesquik cereal,loves,1
cd4606335a,"Moving office tomorrow after 3 years at this one, its a sad day",its a sad day,-1
0d95a54651,I think I may cry. I just sold my 97 civic. Its no longer mine.,I may cry.,-1
6aef787d9a,Happy Mother`s Day.. To All The MommiiEs Owt Theaa... & ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,Happy,1
068182f90f,finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny,finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny,0
fd62fc47b6,Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I`ll make some sales calls...,Just got back from Carlton in Greenville.  Benz is getting serviced.  Time to make some money.    I think I`ll make some sales calls.,0
ff49f30eb5,Just read McDonald`s is actually running more ads than before the economic slowdown. Great. I`m lovin it.,Great. I`m lovin it.,1
2ab82634d5,had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,had an awsome salad!,1
9410e02ea5, Iï¿½m good! You coming on just as Iï¿½m off to drive home...,Iï¿½m good! You coming on just as Iï¿½m off to drive home...,0
40173d3e94," lol, wen my mum used to take me as a kid, i wud always eat the bread instead! haha.","lol, wen my mum used to take me as a kid, i wud always eat the bread instead! haha.",0
7b01575526," no, im a people pleaser","no, im a people pleaser",0
a5f7a94717," Depends where your drinking, what your drinking, and how many mates you have. Joke fails","Depends where your drinking, what your drinking, and how many mates you have. Joke fails",0
2b438329e2," I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.","I never know whether they include me. Just straight white men, right? I wanna be part of the problem too.",0
eec5153d99,tried to do something funny on twitter but failed.,failed.,-1
0d57c076ee, what did someone do? and good morning,good,1
2e25b2c4cf,Jay Leno has one more show left as the host of The Tonight Show,Jay Leno has one more show left as the host of The Tonight Show,0
494e5deeff,ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,ok so i`m a lil happier now.. i hope i fixd my emails.. hope they weren`t hacked although it seemed really suspicious!!,0
a445fe640d,First Day for research at Edmonton General,First Day for research at Edmonton General,0
f5446d3186,"_Twitster ohhhh, I love Morse, have every episode on video & sometimes gaze lovingly at them",lovingly,1
b73764e952," Fab, eh?  Feel free to come along for some pre-ep 4 chat and drinks over at Luigi`s - http://www.luigis.org.uk tomorrow!",Feel free,1
bde3ee84f7," AZ`s Finest Vol. 3...intro, how it lookn?????","AZ`s Finest Vol. 3...intro, how it lookn?????",0
14376c40dc,Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows.,blows.,-1
a72a0324aa,I lOve this day  No school --> studyin` quietly,lOve,1
d614edff9e, I would but I`m afraid I got two left feet,I`m afraid,-1
7264df2fea," Without whipped topping, there is no shortcake.   #shortcakefail",#shortcakefai,-1
f11e57a99e,just finished dinner - it was yummy,it was yummy,1
3e880ec28d,  WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,WHAT ABOUT ME ??  I VOTE EVERY DAY FOR YOU !!!!!,-1
76322dd9f7," last time I looked, they were about 400. They gave us a demo, so cool",so cool,1
76cec7d4ba, Hiya! How are you doing today?,Hiya! How are you doing today?,0
7064039c4b, aww  loves you! way too cute ;),loves,1
1692886504,you Wish that would have been your tweet after you followed me.,you Wish that would have been your tweet after you followed me.,0
2f5076a65a,No 10th  2 months=],No 10th  2 months=],0
c3a417a9c8," It`s good they`re realistic, but I still don`t like thinking about it!!!","It`s good they`re realistic, but I still don`t like thinking about it!!!",0
453c9e618b, Thank you for the follow friday love,Thank you for the follow friday love,1
15ec12dff3,had a great time talkin with Mike tonight for three hrs.,had a great time talkin,1
825b22b853,Wait...  and ... Electrik Red or Richgirl?  I`m a sucker for the later,l?  I`m a sucker for the lat,-1
42265e33ee,Good morning World! Happy Star Wars Day! May the 4th be with you!,Good,1
5d33106e80,OMG Great Day Today Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun,Great Day,1
e01f0511a0,touchin the starss,touchin the starss,0
c65146e7c7,tonights been boring!,boring!,-1
0648056717, Keep the suggestions coming...I love the classics!,g...I love the classics!,1
196b4d6897,  Thanks for the greeting,Thanks,1
4925e8101d,"If someone have a friendster profy!,.just add me!,.ayt!?,.lol!,.http://bit.ly/UsPlN !","If someone have a friendster profy!,.just add me!,.ayt!?,.lol!,.http://bit.ly/UsPlN !",0
fefff5e9fd, saw the deforestation.so not surprised of bad back but  moan back at you.lol,bad,-1
198194e6c7,"why i still lose followers?  the people hates me, THE WORLD hates me or maybe ... Read More: http://is.gd/Jg3I",hates,-1
b732365aec,"Still unbelievably shocked about the firing of THE best radio personality, Martin Streek","Still unbelievably shocked about the firing of THE best radio personality,",-1
65bde230b0,Gonna miss Thick As Blood next Friday,Gonna miss Thick As Blood next Friday,0
89e7895985,"**** - Apple store is down for updates... what`s coming, I wonder?",****,-1
97c683a502,hate this **** cold. i can`t stop sneezing. and claratyne only works for an hr or 2,****,-1
ac4aef6710," Don`t fall to celebrity worship, though... just write what you think, do the best you can and rock on",e best,1
bf123fdd66,"gonna get off to try and catch some Z`s, no more high school after tomorrow! which really sucks  i wish i didn.. http://tinyurl.com/lk9ag8",sucks,-1
a5c4a4bf53," he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",s soooo great!!!,1
fa52ceb912, Major Fail. Since you asked,Fail.,-1
6c8eef9273, sorry about that,sorry,-1
9704a523af, Ferns n petals (fnp.in) should help you accomplish that task,help,1
b43cdb01a7, so you are like the rest of us on this miserable bank holiday.then LOL,s miserable,-1
86462cc997,No waterfront anymore   faccia luna and clarendon will have to do,No waterfront anymore,-1
bfdc056e73,Tweet riot. I can`t download Tweet Genius on my other device,Tweet riot. I can`t download Tweet Genius on my other device,0
d3e4c2cf2e,"  hey, but you have gal pals here in Phoenix!!!","hey, but you have gal pals here in Phoenix!!!",0
f1d2bd263e,"happy mothers day, too all mums out there  remember treat your mum well, she brought you into this life =]","happy mothers day,",1
e6ee6826df,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy.,I AM SUCH A CREEPER  I feel disappointed because of it. **** my cyberstalking skills   the internet = no more privacy,-1
cf0256169d, but cover your sneezes with a tissue for love of God! My germaphobe-ness has significantly increased since joining healthcare,love,1
e69a4d2ab6,work was splendid,work was splendid,1
d672a09053,I miss Feb 23rd 2008  best night of my whole entire **** life. I`d rather re-live that night then win $1million.,best night of my whole entire **** life.,1
4714a183be," Have to listen to samples to make sure I`m thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle.","Loud, odd,",-1
e0cb42dd9c,Nothing like getting to work and finding out you have to cover extra shifts this week... looks like another 40 hr work week.,finding out you have to cover extra shifts this week..,-1
14323569cc, i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),0
94a52bb4b1," yes, Mondays are hard!  Hope you have a great day too & have the opportunity to get out at some point into the sun","yes, Mondays are hard!  Hope you have a great day too & have the opportunity to get out at some point into the sun",0
8c5a1638d7,VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,screwing,-1
f4f910f15b,more work to do,more work to do,0
881018e088,_stack8 mady were did u go?  truck did u run away?,mady were did u go?  truck did u run away?,0
1dac505c43,I`m going to town on these two dinner rolls and some dark chocolate  yummmm,yummmm,1
31da2314f4, i couldn`t eat all my nuggets  finish them for me.,i couldn`t eat all my nuggets  finish them for me.,0
b3fbf67bbb,No betta nest  I think despite the heater it gets too chilly at night,despite the heater it gets too chilly at night,-1
e8383035f5,. you left me first .. and left your bed here for me to look at,. you left me first .. and left your bed here for me to look at,0
03603ac4f6,"just got home from Tillie`s dance recital. lol, it was spectacular!",it was spectacular!,1
37c62ba7ca,I would LOVE to ride the superman right now...,I would LOVE to ride the superman right now...,1
39669e45bd,_Cordon LOL that split second of peace is truly amazing,that split second of peace is truly amazing,1
b4e1d922fa,:  She`s going to beamer for the rest of high school. i`m so sad. there will be no more prn journal.,i`m so sad.,-1
09d574699e, It`s becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.,tough,-1
e5b3f605e0, and welcome to dk  #jaoo,welcome to dk  #jaoo,1
3cef251698,What? I focused on Tom so much I didn`t see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.,What? I focused on Tom so much I didn`t see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.,0
0f35590851,"Why am I still away at 4am? Cos I don`t have school tomorrow, that`s why.","Why am I still away at 4am? Cos I don`t have school tomorrow, that`s why.",0
6249c831a1,If you`re going to actually read them you have to at least sign up  no fair!,If you`re going to actually read them you have to at least sign up  no fair!,0
4555ab6592,_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!,Hope,1
96ba63bba3,"pop, idk how to reply to ur tweet from my phone  lol but yeah my bday is in a few days. soooo excited!",excited!,1
1e735f7380,i totally need to go to the doctor for my arm...this **** is STILL hurtin like hell      i shall return,hurtin,-1
cbf2c62757, hi my name is Chelsea and i respect your opinion when it comes to dwts. you were great on there too!,respect,1
1aa94554be, im glad  i dont have to go out...,im glad,1
e0aec9293a,um... so I don`t think my text msgs have a 'subject line' ... I fail,I fail,-1
b36798e17f,Feels very ucky today... I need more DEFENSE Vitamin Water because I don`t want to be sick no mores,I don`t want to be sick no mores,-1
e179643353,finally got to see you,finally got to see you,1
baba9bcb3a,  maybe a good night`s sleep for everyone?,a good,1
9b59214560,Happy Baby Mommas Day!!  to all the>> MOMMAS<< on Twitterville,Happy,1
7a2decf06a, I never liked that boy  Jerms!,never liked that boy,-1
a11845fc69,"Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night  #fb http://twitpic.com/4w1rr","Pool, alcohol, & a cute band, couldn`t ask for more on a Saturday night",1
8c8eb070e7,Seems like everyone I know is asking for computer help...   kill me now,kill,-1
2e8f9e9df6," - Aw, well I`m glad to hear you`re okay. Try a hot bath or a cup of tea maybe to calm you down. I worry about you!","- Aw, well I`m glad to hear you`re okay. Try a hot bath or a cup of tea maybe to calm you down. I worry about you!",0
69b587d70a," btw, i am actually just trying to get my own lazy bottom in gear.  Me lots to do to and still not dressed !","btw, i am actually just trying to get my own lazy bottom in gear.  Me lots to do to and still not dressed !",0
a6340877e3,Roll on Thursday,Roll on Thursday,0
4191b19b71, i was at the outlets too,i was at the outlets too,0
23bab748bf, the script are amaaazing! Rusty halo and i`m yours are my favourites,the script are amaaazing!,1
776afa70a4,? ? ? You can`t be 29...on Sugar Mountain...(or so people tell me...)  ? ? ?,? ? ? You can`t be 29...on Sugar Mountain...(or so people tell me...)  ? ? ?,0
f975278452,Dentist   but the chicks hot so thats a plus,Dentist   but the chicks hot so thats a plus,0
c57873a1b0,blastinggg music.,blastinggg music.,0
f42dd3e732,just thought of a spanish name that she will pretend to be one night out: Ariella Gonzalez. like It? don`t care because i do,because i do,1
1d88c41041,I missed the  announcement   Something about being flow out for a concert? Can anyone fill me in?,I missed the  announcement   Something about being flow out for a concert? Can anyone fill me in?,0
2abfe0decb, lol. just don`t ever forget me,lol.,1
62c9c4f81f,Getting very frustrated by people who don`t know what they want... can`t wait to go home tonight...,frustrated,-1
70ad0ca0c3,****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,-1
b7f3d99ef5, u feeling urself so much u cant say hi???  me no likey u,u feeling urself so much u cant say hi???  me no likey,-1
dcd333225e, yeah same here... I have a bit of headache too... ick,headache,-1
f15beecbd0, Bom apetite,Bom apetite,0
ee3d9ac355,is problem free for now.  atleast i already said to that person the truth.,is problem free for now.,1
e0b23e49c6," LOL, such a dork. Hmm, is that book pretty good? Maybe I should check it out. That`s why 4gb sucks  8 isn`t much better.",sucks,-1
09a0f650eb, thx! Hoping it`s a good week.,Hoping,1
78130aa4fc,aw now where`s that little asian girl who runs round pooping her pants in public? i miss laughing at her.,miss,-1
43f6e87959,It`s 11:05 and I`m already on my lunch break,It`s 11:05 and I`m already on my lunch break,0
f85c5d9ec2,Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,0
f5170f90f7,"hair, grow back!","hair, grow back!",0
57330845de,on the way to nanny  school starts tomorrow! one step closer to being a teacher!,on the way to nanny  school starts tomorrow! one step closer to being a teacher!,0
753fdceff4,_renee _B Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn`t crd us 4 our Scorpian bwl,_renee _B Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn`t crd us 4 our Scorpian bwl,0
66d86fde11,last day working for Tend,last day working for Tend,0
aa91d27145, I broke up with Christian Bale when he played Batman,broke,-1
5bada8d821,shud realy go 2 bed  proper tired bt cnt b boverd...x,t cnt b boverd.,-1
f6e1c13d98,"Feeling so rough today, just want a cuddle and some sleep","Feeling so rough today,",-1
b805965f64,"Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,",amazing,1
a70e0f6bac,home sweet home? i think no! huaaaa,i think no!,-1
77912f2801,"ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn`t ask for anything more. i love being happy","i love my life right now, i couldn`t ask for anything more. i love being happy",1
f03e80aa5a,Sitting at the Connection listening to the employees reminisce and mope about their last shift,mope,-1
c323eae7d0,"Woe, it`s definitely NO fun to travel first class with a bike. You have to fight your way through 7 coaches `til you reach your seat",NO fun,-1
1901e9260a,I hate TweetDeck when it reaches access limits,hate,-1
5d31f339a4,getting back from smackdown/ecw show,getting back from smackdown/ecw show,0
46c2527acd,I hate this bit,I hate this bit,-1
d86c04c8b6, good luck with it..Do well!! My best wishes are with you!,good,1
7bfbfbac10,"What a dreary, rainy, crappy day.",crappy,-1
51965dd632,is watching wolverine at last.,is watching wolverine at last.,0
82b63c0817,_Luck13 they are SO cute,SO cute,1
a2f1cb807d,Off to work now apparently sun shining not a valid excuse to stay home,ff to work now apparently sun shining not a valid excuse to stay home,0
0736535e65, for me they`re not,for me they`re not,0
fc8acbd5f9,Turn over report...done,Turn over report...done,0
2ed155359e,Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,thankful,1
282a6b5807,My tongue still hurts.  I need to sleep!!!,hurts.,-1
32acad0e06,**** I wish I was at Botcon with everyone.,**** I wish I was at Botcon with everyone.,0
ad34eca171,http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,0
caf8b13c31, thx for the suggestion - I don`t think it`ll be easy to convince her cold calling isn`t aweful tho,thx for the suggestion - I don`t think it`ll be easy to convince her cold calling isn`t aweful tho,0
ac550dc9c3, that`s why you are visiting alllllll the time next year.. It will never be the same though,that`s why you are visiting alllllll the time next year.. It will never be the same though,0
0a6ed8c4e2,FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,Quite excited,1
1f61eecb53,guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,guess I`ll start getting some of my camping and fishing stuff together for Wed & Thurs trip to Braunig Lake......,0
2209b1835b,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..,finds the hardest thing about being a Christian is to put God as first in his life.  I need help..,-1
e10765aab8,I almost say 'bless you' to a sneezing cat,bless you',1
454507235e,I cant watch anythgin till tonight,I cant watch anythgin till tonight,0
0238d4109b, noo sorry my love...after that i`m going to pop about 7 zyrtec and go to sleep,sorry,-1
db5466d7e4,"P9 for Danica and your team... Not the end of the world, now is just hopes for a great race","P9 for Danica and your team... Not the end of the world, now is just hopes for a great race",0
936b25060f, I`m praying for you and your family beav! I`m so sorry for your loss,I`m so sorry for your loss,-1
c7b8023dbc, not but I went to his page and it made me hungry,it made me hungry,-1
f87ce4f3cb," Well we`ll have to organize one for when you can get down, can`t guarantee no oldies though","Well we`ll have to organize one for when you can get down, can`t guarantee no oldies though",0
ac7475a944," Yeah, yeah. Less #degenerate than current occupants of U.S. House of Reprehensibles. You can bet on that. Like MineThatBird.","Yeah, yeah. Less #degenerate than current occupants of U.S. House of Reprehensibles. You can bet on that. Like MineThatBird.",0
c320d95426,"aw! I`m gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I`m gonna start all over","aw! I`m gonna miss my old username... nick jonas, shontelle layne, and sean kingston replied to my OLD USERNAME!  I`m gonna start all over",0
0f229a1e33,#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.,concert next week cancelled,-1
e772b4ccc1,Dreambears were **** compared to their wicked audition,**** co,-1
f211d87b90,Happy Mother`s Day to all the Mothers! Especially mine!  Enjoy ya day mothers!,Enjoy,1
a002383b5b,#FollowFriday In honor of my web buddies who moved.     ,In honor of my web buddies who moved.,0
f347fa88f9,On twikini while enjoying the sun,enjoying,1
707f713805,_x little Taylor? i feel sorry for the way she spells her name,sorry,-1
9efc18dfd9,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute,watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute,1
4c72374608, Good luck.. I have still to get wireless working post IT6,Good luck.,1
cb1227093c,is loving life,loving,1
a1790bbaff," just got in, gonna go upto bed in a sec, not drunk! I`m disgusted with myself  haha",disgusted,-1
2c8362434b," that`s half the solution, it doesn`t address the intrusion into the link-sharing process, but thanks",thanks,1
50552d4ba6, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,worry,-1
bfcac206a0,ok nevermind. photo was set to private. sorry.,sorry.,-1
f11255a035,is sad his new SB6 CD`s got nicked,sad,-1
a4c8f91774," yes I can talk friench and in my picture this is me in france !!  Now , i`m in london and soon i`m going to L.A","yes I can talk friench and in my picture this is me in france !!  Now , i`m in london and soon i`m going to L.A",0
a4574c0cab,"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!",but I have to,-1
88ea1068e3, remember the guy who 1st #tweetbud you! ~> _2890  help him get 900 flwrs & make him smile!,m smile,1
9e46e59d01,"I know people say that power naps are good for you all the time, but I kinda always miss the alarm","I know people say that power naps are good for you all the time, but I kinda always miss the alarm",0
1d20b2af46,"_ladie haha, I`ve got my camera and lenses ready!","_ladie haha, I`ve got my camera and lenses ready!",0
ca5be5da8b, & you still are not following me,& you still are not following me,0
231609fbe9, thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep,thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep,0
a7c733dd75,My dad`s telling me to travel alone from now on. Not that I have a problem with that. I`ve done it before and it`s boring!,boring!,-1
84f6b89fd7,I love that Joan Rivers says it`s Family First.,I love that Joan Rivers says it`s Family First.,1
c76937e20a,and i wish i gave you one last kiss,i wish i gave you one last kiss,1
d94f94668e,watching finding nemo with my nephew so cute!,cute!,1
27346e6829,Happy Mothers Day!  Love your Mom...,Happy Mothers Day!,1
1544c4c141," Dude, I hear ya. I`ll be 26 two weeks from tomorrow. I feel old.",I feel old.,-1
04ed4760c0,"I spent my whole dream cooking a delicious meal, but I woke up before I got to try it","I spent my whole dream cooking a delicious meal, but I woke up before I got to try it",0
5481448e66,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,0
4e062b78f4,GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,l love,1
e2946e2769,IS PHONE **** WITH TYSON,IS PHONE **** WITH TYSON,0
2e68263651, John and I just bought four boxes of them,John and I just bought four boxes of them,0
015a057c59,  it might be the swine flu! haha `cause i`ve got the flu,e swine flu,-1
